feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,target
93.52,53.75,46,17.847,109.6,92.33333333,63.05,105.7,219
44.76,53.75,38,20.714,57.3,39.66666667,63.05,50.7,171.6
44.66,53.74,40,24.554,43.1,34.13333333,63.05,39.9,178.8
39.92,53.74,36,27.083,40.5,42.33333333,63.05,40,182.4
91.74,53.73,42,32.371,81,74.43333333,63.05,76.5,189
23.66,53.68,22,44.792,17.8,18.1,63.05,14.7,347.8
58.42,53.31,32,22.393,63.9,61.26666667,63.05,54,234
41.74,52.96,36,45,35.3,33.06666667,63.05,32.9,445.2
26.14,52.84,62,34.286,24.5,25.06666667,63.05,23.1,258.8
250.34,52.83,28,33.081,250.6,212.9666667,63.05,233.3,337.4
60.76,52.82,36,38.024,59.2,63.46666667,63.05,59.5,289.8
110.7,52.82,24,25.949,143.4,103.7333333,63.05,126.2,216.6
25.54,52.81,62,31.106,29.3,23.26666667,63.05,23.7,295.4
52.38,52.81,30,25.43,59.9,50.43333333,63.05,53.7,200
227.82,52.79,38,20.326,309.3,239.2666667,63.05,290.5,246.4
48.64,52.78,66,33.906,44.3,38.23333333,63.05,42.7,276.2
68.5,52.78,40,62.552,44.8,49.63333333,63.05,44.3,592.8
66.16,52.77,50,63.191,42.1,40.03333333,63.05,41.4,606.8
110.86,52.76,26,49.528,85.7,69.13333333,63.05,73.7,532.4
32.7,52.73,34,52.671,27.2,32,63.05,27.9,314.2
47.1,54.94,40,39.934,46.7,39.93333333,63.04,42.8,177
24.22,54.83,60,16.667,28.9,20.36666667,63.04,23,89.4
39.98,53.94,44,14.063,49.7,43.46666667,63.04,47.9,163.8
59.8,53.79,42,20.135,69.1,70.26666667,63.04,66,166
65.38,53.75,70,25.898,75.7,77.6,63.04,70.5,152.6
72.98,53.74,38,22.115,75.5,57.23333333,63.04,69.6,175.2
94.7,53.73,40,30.69,97.3,76.86666667,63.04,90.4,174
60.94,52.9,32,53.008,49.5,50.23333333,63.04,49.9,373
94.26,52.87,34,48.286,74,84.36666667,63.04,72.3,317
61.28,52.86,28,44.347,49.6,56.03333333,63.04,50.3,320.6
194.48,52.85,22,41.716,179.6,174.9,63.04,177.7,332.2
47.56,52.81,16,29.097,63.8,47,63.04,62.3,305
68.42,52.8,50,33.69,80.3,56.03333333,63.04,74.2,268.8
91.48,52.8,38,20.65,115.2,101.5,63.04,105.7,248.2
78.4,52.8,32,13.291,109.4,87.06666667,63.04,102.3,241.6
21.62,52.79,70,26.324,26.6,23.03333333,63.04,25.9,267.4
60.16,52.79,38,26.087,69.3,78.03333333,63.04,68.9,247.6
104.72,52.79,34,23.221,132.5,110.2666667,63.04,123.3,277.6
56.14,52.78,52,21.638,63,59.5,63.04,58,265.6
117.52,53.96,24,24.322,122.2,99.73333333,63.03,115.1,224.2
63.94,53.94,58,30.432,63.2,57.4,63.03,60.3,182.4
55.86,53.93,58,14.24,72.2,52.76666667,63.03,62.6,146.4
53.6,53.78,48,25.35,60.6,57.6,63.03,52.7,149.6
54.24,53.74,62,19.42,62.8,50.63333333,63.03,62.9,172.4
73.48,53.74,40,22.161,79.2,49.93333333,63.03,75.8,153.8
102.98,53.13,20,67.957,85.1,72.56666667,63.03,78.3,575
2.98,52.83,46,26.458,3.2,3.366666667,63.03,3.4,225
78.54,52.8,30,24.367,101.8,73.46666667,63.03,97.7,222.8
25.1,52.79,64,26.635,33.8,26.06666667,63.03,30.2,227.2
82.16,52.79,38,19.893,110.1,99.03333333,63.03,100.6,225
25.1,52.78,74,37.019,23.8,22.36666667,63.03,27.8,277.2
22.26,52.78,70,29.784,23.6,22.7,63.03,24.6,272.8
178.04,52.78,52,47.943,141.3,131.3666667,63.03,138.7,453.8
61.42,52.76,66,61.768,46.6,44.93333333,63.03,51.3,457.8
49.2,52.76,52,59.878,31.3,27.93333333,63.03,29.9,541.4
70.38,52.75,56,47.973,58.3,57.33333333,63.03,59,373.8
148.2,52.74,28,42.192,134.4,119.9,63.03,127.4,352.2
329,52.65,8,56.631,283.3,266.1666667,63.03,268.3,466.8
25.24,52.56,46,25.625,29.4,172.5333333,63.03,27.5,306.6
41.96,54.13,32,40.333,44.9,11.4,63.02,14.3,267.8
14.78,54.07,42,48.958,12.5,6.633333333,63.02,8.2,235
45.8,54.05,12,72.708,31.2,31.9,63.02,27.4,633.4
69.18,53.94,54,34.545,64,58.66666667,63.02,65.4,179.6
45.54,53.93,80,19.472,49.8,46.36666667,63.02,45.3,146.4
7.52,53.93,66,21.581,8.3,8.9,63.02,8.8,136.6
44.56,53.83,30,26.83,47.2,21.76666667,63.02,35,278.6
116.58,53.77,24,19.707,130.9,90.36666667,63.02,111.8,215.8
99.04,53.74,50,18.446,106.2,52.96666667,63.02,102.4,171.4
146.4,52.88,24,43.952,127.9,134.9333333,63.02,124.9,303.4
42.42,52.86,38,47.717,34.1,41.2,63.02,35.3,306.4
154.36,52.86,32,40.693,142.3,146.1,63.02,139.4,292.8
71.4,52.85,24,40.882,71.3,110.7,63.02,66.6,269
114.42,52.8,56,39.63,102.9,89.06666667,63.02,105.4,328.8
75.12,52.79,64,38.667,66.2,53.7,63.02,59.8,379.4
71.16,52.77,58,80.93,44.7,36.56666667,63.02,44.5,759.2
82.74,52.75,50,43.75,66.2,63.5,63.02,63,428
30.38,52.75,36,29.886,36.9,26.73333333,63.02,34.7,341.6
19.54,52.74,48,49.286,14.7,15.13333333,63.02,16.9,347.4
67.22,52.74,32,51.098,53.7,58.46666667,63.02,57.8,324.6
19.04,52.73,32,50.864,14.3,17.66666667,63.02,14.3,350.6
21.56,52.72,8,46.667,15.8,19.03333333,63.02,18.4,446.6
47.1,52.71,36,34.551,44.4,42.56666667,63.02,43.3,242.8
54.82,54.89,48,34.74,57.7,51.7,63.01,52.2,141
121.2,54.88,46,31.528,116.5,97.33333333,63.01,107.2,138
101.1,54.3,58,35.104,103.6,13.66666667,63.01,19.1,314.2
84.54,53.99,44,47.356,65.8,61.63333333,63.01,61.9,391.8
10.06,53.92,52,37.083,6.9,9.766666667,63.01,5.9,295
207.04,53.77,14,22.925,200.7,118.6333333,63.01,168.9,226.2
152.52,53.76,24,21.722,170.4,94.1,63.01,155.4,138.8
192.02,53.75,36,14.366,240.1,133.4,63.01,210.6,154
322.96,53.73,26,19.961,347.4,205.3,63.01,323.2,195.6
32.28,53.46,26,28.3,41,28.2,63.01,27,86
110.18,52.96,34,48.854,86.6,91.6,63.01,81.7,362.6
104.22,52.85,64,40.931,94.9,100.8333333,63.01,94.8,268.4
133.92,52.83,40,31.979,132.6,122.9,63.01,129.1,309.2
88.72,52.81,50,42.386,75.8,66.56666667,63.01,73.8,402
219.36,52.81,36,62.787,152.1,147.9666667,63.01,150.1,500
73.14,52.8,68,52.907,53.8,50.43333333,63.01,56.2,391.6
48.4,52.79,66,40.658,39.3,33.43333333,63.01,39.7,330.2
72.46,52.79,52,37.44,70.3,53.63333333,63.01,66.9,331.6
22.28,52.78,58,54.333,16.3,12.83333333,63.01,15.4,445.6
46.12,52.77,70,61.103,33.4,27.6,63.01,31,603.2
66.82,52.74,36,39.844,61.1,65.06666667,63.01,60.2,430.6
62.02,52.74,34,31.771,54.7,47,63.01,48.6,379.8
37.12,52.73,60,40.357,33.9,36.76666667,63.01,37.9,307.6
16.5,52.72,30,40.391,13,11.13333333,63.01,13.1,339
35.42,52.72,28,47.75,30.1,34.86666667,63.01,28.4,286.6
26.6,52.72,26,38.295,21.6,23.96666667,63.01,21.5,299.2
22.24,52.72,22,47.679,16.4,14.7,63.01,17.4,339
60.98,52.71,42,38.904,58.2,78.5,63.01,58.5,227.6
73.2,52.7,30,40.444,62.2,87.63333333,63.01,61.2,300.2
86.62,52.64,30,39.519,69.9,68.2,63.01,62.7,387
52.74,54.89,58,29.9,51.2,39.6,63,44.6,138.8
137.24,54.87,32,36.091,129.2,118.7333333,63,112.6,174.4
106.6,53.74,16,21.103,152.9,71.43333333,63,110.7,188.8
41.46,53.29,34,82.531,31.3,19.1,63,22.1,838.4
230.88,52.87,36,44.904,197.9,209.8666667,63,192.3,300.8
37.76,52.85,48,52.82,31.9,31.66666667,63,31.9,281.6
36.32,52.8,66,45.662,32.5,25.6,63,31.6,300.6
42.28,52.77,70,55,31.7,29.36666667,63,32,482.8
36.04,52.77,60,28.125,40.1,25.86666667,63,38.6,347
50.9,52.76,62,43.977,37.3,31.86666667,63,34.2,453.6
39.78,52.76,62,65.645,28,26.83333333,63,30.1,378.2
47.14,52.74,34,18.856,59.9,47.43333333,63,51,237.6
76.34,52.72,20,21.362,94.3,78.4,63,87.5,286.4
45.26,52.71,44,37.25,44.1,46.5,63,41.6,247
55.7,52.7,46,43.714,46.8,48.53333333,63,44.9,262
44.76,52.67,32,66.143,30.7,33.4,63,30.3,528.2
61.96,52.64,22,49.792,49,46.36666667,63,48.4,340.8
43.62,54.9,72,23.077,55.5,46.8,62.99,49.2,111
43.88,54.9,68,21.056,51.9,44.2,62.99,51.5,144
51.98,54.89,52,27.198,49.8,44.4,62.99,44.3,140.8
111.84,54.01,30,47.193,89.1,80.63333333,62.99,84,270.4
95.5,53.97,36,23.355,88.6,62.26666667,62.99,83.6,237.6
91.9,53.04,26,77.684,56.7,54.76666667,62.99,54.4,724.6
67.44,52.99,16,84.284,43,51.2,62.99,44.8,756.6
51.84,52.85,46,54.903,41.4,46.7,62.99,43.1,302.8
39.02,52.84,46,31.023,39.5,30.03333333,62.99,37.8,286.6
308.02,52.83,34,33.067,328,243.4,62.99,317.6,243.8
89.98,52.81,52,55.16,64.5,62.2,62.99,62.6,370.2
84.06,52.81,42,53.441,61.8,54,62.99,60,387
54.1,52.8,40,37.159,54.5,39.93333333,62.99,49.7,337.8
31.16,52.8,34,26.934,47.9,26.76666667,62.99,43.1,320.4
20.84,52.8,34,31,21,21.66666667,62.99,21.5,168.4
80.3,52.79,66,43.152,66.3,62.13333333,62.99,66.4,318.6
75.52,52.79,62,34.421,81.5,62.86666667,62.99,79.9,310.6
52.32,52.78,40,29.896,59.7,51.06666667,62.99,57.9,471.2
16.82,52.77,86,30.179,19.2,16.53333333,62.99,20.7,298.6
66.6,52.77,68,26.678,72.3,53.06666667,62.99,65.6,328.4
68.3,52.76,68,40.549,60.8,48.8,62.99,59.3,447.4
72.52,52.76,44,28.594,82.4,60,62.99,76.9,379.2
42.1,52.75,68,43.088,34,32.43333333,62.99,35.7,305
80.76,52.75,52,39.545,70.6,68.83333333,62.99,68.7,356.2
69.46,52.74,62,26.973,72.2,69.93333333,62.99,67.7,270.4
50.52,52.73,44,28.646,53,51.86666667,62.99,52.9,241.6
58.28,52.72,24,23.068,73.4,70.13333333,62.99,70.3,264.6
70.12,52.71,40,29.81,69.2,65.9,62.99,66.8,258.2
46.54,52.7,14,33.553,49,43.46666667,62.99,44.5,264.4
46.42,52.7,50,35.341,39.8,47.8,62.99,38.6,241.6
46.38,52.67,34,55.51,34.8,37.5,62.99,33.7,533.8
199.84,52.66,22,69.664,136.8,149.8333333,62.99,131.6,587.8
129.66,52.63,14,57.358,97.6,108.9666667,62.99,100.5,443.2
12.38,56.4,38,21,23.9,16.33333333,62.98,16.4,29.998
23.98,54.9,74,16.515,35.1,26.06666667,62.98,29.6,123.2
62.22,54.89,58,28.281,66.1,51,62.98,60.8,138.6
88.3,54.03,38,42.361,64.8,54.23333333,62.98,61.9,383.2
36.44,53.95,10,28.783,36.7,26.6,62.98,31.3,210.4
126.34,53.81,20,23,133.5,87.5,62.98,109.4,217.8
26.34,53.76,40,28.393,20.3,15.1,62.98,15.8,241.4
74,53.73,28,19.476,75,39.03333333,62.98,69.5,225
165.56,53.71,12,30.043,157.9,102.0666667,62.98,144.6,269.4
39.44,53.6,14,32.44,35.2,32.13333333,62.98,31.7,674.4
38.18,52.95,50,37.784,33.4,34.76666667,62.98,32.2,320.2
80.26,52.84,34,51.31,67.3,75.43333333,62.98,66.1,296.6
39,52.81,54,40.656,31.7,31.66666667,62.98,32,328
39.96,52.81,52,54.544,30.1,29.13333333,62.98,30.5,361.8
63.46,52.81,28,37.292,59.9,48.36666667,62.98,58.5,364.4
24.64,52.8,58,36.5,24.3,22.16666667,62.98,24.7,337.8
47.38,52.8,54,41.162,37,30.9,62.98,37.4,354.4
44.22,52.79,72,40.491,38.4,28.93333333,62.98,32.9,295.8
69.62,52.78,66,33.675,70.8,57.53333333,62.98,71.9,316.4
51.34,52.78,62,34.659,50.7,39.93333333,62.98,49.9,326
50.46,52.76,80,31.1,48.8,32.53333333,62.98,47,371.4
24.08,52.76,30,10.278,32.6,18.1,62.98,32.6,308.4
65.92,52.75,66,52.835,53.7,44.83333333,62.98,55.6,434.2
84.1,52.74,60,35,77.2,67.06666667,62.98,73.4,289.4
66.02,52.74,24,18.594,96.3,66.66666667,62.98,87.9,238.4
104.02,52.73,44,47.952,86.5,109.3333333,62.98,81.7,282.8
40.6,52.72,72,37.763,36.9,38.06666667,62.98,35.7,253.8
63.74,52.71,60,35.388,59.2,69.4,62.98,63.1,237
55.12,52.7,44,41.837,51.6,61.63333333,62.98,48.6,250.8
79.72,52.68,28,57.192,67.5,68.83333333,62.98,70.2,534.8
30.1,52.67,40,65.772,18.4,21.16666667,62.98,18.2,490.4
15.42,52.66,38,66.272,10.3,12.53333333,62.98,10.8,547.2
5.2,52.64,10,65.151,4.1,5.233333333,62.98,4.2,563.4
38.04,52.59,38,30.365,33.5,36.73333333,62.98,31.3,196.2
54.36,54.91,54,28.25,58.3,49.06666667,62.97,50.9,153.2
44.9,54.87,14,39.464,40.7,33.86666667,62.97,36.4,203
75.68,54.07,32,42.333,57.7,53.83333333,62.97,52.5,440.6
70.02,54.03,52,30.403,66.4,62,62.97,68.1,227
1.56,53.89,12,31.25,1.1,0.9,62.97,1,375
21.76,53.32,28,38.438,20.9,20.03333333,62.97,19.3,487.6
107.82,53.18,34,51.771,88.6,91.06666667,62.97,83,425.6
62.84,53.12,50,54.663,44.6,42.86666667,62.97,41.9,496.6
68.48,52.96,32,41.21,69.8,64.66666667,62.97,64.5,364.2
35.3,52.82,32,49.744,28.9,24.76666667,62.97,28,419.4
77.32,52.8,38,43.281,77.5,51.8,62.97,70.3,440
47.32,52.79,62,42.992,38.3,35.9,62.97,38.7,348.8
77.18,52.79,52,58.683,51.3,48.96666667,62.97,53.8,441
109.62,52.78,34,25.707,161.8,98.56666667,62.97,153.7,342.6
35.92,52.77,68,28.75,42.8,30.6,62.97,42.4,322.4
96.38,52.77,38,23.393,149.2,85.73333333,62.97,133.6,236.4
157.58,52.75,48,30.897,165.5,129.9333333,62.97,153.4,374.6
16.42,52.74,74,30.125,15,13.46666667,62.97,13.5,260.8
37.56,52.74,70,24.345,45.4,33.03333333,62.97,40.9,259.4
63.48,52.73,76,35.861,60.6,51.9,62.97,61.9,247.2
41.22,52.73,68,35.096,39.1,38.96666667,62.97,40,284
35,52.73,64,34.784,33.3,33.23333333,62.97,33.5,308.8
17.72,52.72,76,35.938,17.6,16.83333333,62.97,18.8,250.8
43.84,52.72,74,30.588,45.5,50.5,62.97,44.6,241.2
46.56,52.71,68,32.5,44.4,56.13333333,62.97,42.9,199.2
62.52,52.71,66,32.596,62.7,76.66666667,62.97,62.3,206
46.08,52.7,38,22.866,57.2,67,62.97,55.6,219.8
49.2,52.69,16,45.662,39.7,59.46666667,62.97,39,351
64.02,52.69,10,50.829,53.2,68.7,62.97,53.6,358.8
18.02,52.69,20,46.648,16.3,23.26666667,62.97,16.7,312.2
101.88,52.67,30,53.505,81.8,70.6,62.97,75.8,533.2
22.22,52.65,28,76.344,14.2,15.73333333,62.97,14.5,581
55.92,52.63,28,52.489,47.6,48.86666667,62.97,46.4,427.4
41.74,52.63,26,57.789,31.3,38.83333333,62.97,33,455.4
20.56,52.61,44,60.086,14.8,17.43333333,62.97,15.2,333.8
37.68,54.89,74,31.75,36.6,35.06666667,62.96,35.3,133.6
69.48,54.04,60,25.863,73.5,55.8,62.96,69.1,196.6
67.5,54.03,58,27.028,79.5,58.66666667,62.96,69.9,184
93.26,54.02,48,14.418,121.3,61.7,62.96,111.6,207
75,54,50,24.167,78.1,53.13333333,62.96,78.5,209.8
92.48,54,42,35.255,85.2,72.46666667,62.96,81.2,264.2
276.28,53.15,30,28.247,288.8,219.4333333,62.96,278.9,300
93.54,53.09,32,61.834,58.1,63.4,62.96,56.6,671.2
57.04,53.03,32,63.761,43.5,36.1,62.96,44.8,592.4
18.44,53.01,56,84.721,10.7,10.46666667,62.96,9.7,684.6
190.36,52.99,12,66.012,141.8,147.1,62.96,127.5,629.8
26.64,52.98,32,60.226,19.6,21.33333333,62.96,19.3,385.8
134.22,52.97,26,45.746,125.6,122.7666667,62.96,122,351.4
130.5,52.9,12,92.858,82.6,104.8666667,62.96,80.6,872.2
44.1,52.83,16,60.266,34.8,25.9,62.96,34.1,354.8
57.6,52.81,24,65.412,40.6,46.03333333,62.96,41.8,508.4
50.08,52.8,50,57.416,34.5,35.56666667,62.96,35,486.8
36.04,52.8,22,20.337,44,21,62.96,42.8,293.4
49.82,52.79,46,67.196,35,28.76666667,62.96,34.8,613.6
36.48,52.77,42,27.826,44.7,32.06666667,62.96,43.1,287.6
159.26,52.77,32,29.624,188.1,125.6333333,62.96,180.4,289.4
63.42,52.76,86,31.41,66.5,51.13333333,62.96,62.5,282.8
59.58,52.76,74,37.368,55.7,42.83333333,62.96,56.4,304.4
45.94,52.75,72,35.192,41.8,35.66666667,62.96,39.2,288
57.56,52.74,10,17.179,78.5,57.56666667,62.96,75.8,264
77.6,52.74,66,36.848,77,76.26666667,62.96,80.5,281.4
109.48,52.72,48,40.813,95.5,100.6666667,62.96,90.4,274
105.48,52.71,56,35.7,99.1,124.2333333,62.96,96.1,219.6
68.34,52.69,18,30.2,86,84.03333333,62.96,82.8,317.8
42.64,52.68,26,40,42.5,44.83333333,62.96,43.2,178.6
37.5,52.68,22,43.75,35.7,33.8,62.96,38.6,230
69.28,52.67,28,40.668,68.3,71.3,62.96,73.4,275
67.24,52.66,44,41.442,63,49.03333333,62.96,61.2,607.8
176.12,52.65,16,42.155,140.1,105.3,62.96,105.9,495.6
46.58,52.64,10,40.298,54.2,40.43333333,62.96,51.4,451.2
55.12,52.63,52,51.354,42.2,38.86666667,62.96,39.8,363.2
41.48,52.63,52,41.154,35.6,40.93333333,62.96,33.5,320.4
34.2,52.62,54,46.793,28.2,36.3,62.96,29.7,303.8
161.04,52.6,40,42.241,146.1,169.8,62.96,143,279.6
94.94,52.6,36,39.076,84.6,100.0666667,62.96,87.2,305.8
40.58,52.58,40,40.089,35.7,49.9,62.96,35.3,264.2
47.1,52.58,28,50.311,40.6,62.76666667,62.96,40.1,304.2
44.12,52.55,30,16.348,64.8,83.7,62.96,64.8,186.4
18.76,52.54,14,12.667,29.7,39.56666667,62.96,28.2,135
23.98,54.89,72,37.065,26,22.16666667,62.95,22.9,124
79.34,54.04,46,22.9,76.6,50.6,62.95,69.8,223.6
60.18,54.03,56,13.993,69.8,40,62.95,62.6,209.2
61.96,54.02,42,25.98,64.6,45.03333333,62.95,61.4,213.4
109.68,54.01,54,21.927,120.5,88.16666667,62.95,113.1,233.4
69.42,53.52,10,48.083,53,51.36666667,62.95,50.2,695.4
36,53.29,34,70.177,31.2,29.7,62.95,28.1,535.2
62.06,53.26,28,37.644,56.9,56.8,62.95,53.9,529.4
91.04,53.14,32,22.5,116.6,91.23333333,62.95,105.1,272.6
48.54,53.13,44,52.323,39,36.63333333,62.95,36.2,335
154.92,53.13,40,23.762,203.5,179,62.95,183.8,197
47.7,53.13,34,42.813,37.2,37.26666667,62.95,36.9,339.8
87.86,53.11,36,54.786,64.2,69.83333333,62.95,67.7,447
158.32,53.05,12,56.436,129.3,91.36666667,62.95,120.4,557.2
36.8,53.04,24,67.769,25.4,19.33333333,62.95,23.4,800
18.34,53.02,36,63.517,12.1,12.93333333,62.95,13.1,520.2
71.16,53.01,38,46.25,58.8,47.96666667,62.95,57.8,422.2
68.6,53.01,34,106.186,42.5,48.93333333,62.95,43.3,858.6
198.22,52.97,34,55.882,143.6,158.7666667,62.95,141.4,388.6
71.86,52.96,36,48.295,66.1,66.4,62.95,62.6,331.6
96.28,52.95,34,32.369,109.1,100.4333333,62.95,107.8,335.6
60.78,52.95,34,39.531,55.5,43.23333333,62.95,55.2,357.2
80.92,52.82,32,42.312,73.1,56.13333333,62.95,70.1,394
37.7,52.81,34,56.402,29.2,25.7,62.95,30.1,457.2
38.1,52.8,50,64.797,25,28.83333333,62.95,25.3,498
66.18,52.8,46,79.16,40.1,37.2,62.95,38.6,661.2
29.5,52.8,34,37.167,30.8,18.3,62.95,29.3,360.8
31.22,52.8,32,30.035,37.8,19.13333333,62.95,35,189.2
23.68,52.78,74,47.941,17.8,17.63333333,62.95,19.2,323.4
70.7,52.77,66,28.097,68.3,52.26666667,62.95,67.2,316.6
51.12,52.77,46,18.899,66.2,40,62.95,54.8,295.4
37.74,52.76,92,32.5,35.9,26.5,62.95,35.8,319.2
34.36,52.75,86,27.014,34.4,27.53333333,62.95,33.6,267.4
40.48,52.75,72,38.233,40.8,34.33333333,62.95,39,279.6
42.88,52.75,70,30.938,38.8,33.43333333,62.95,38.3,274.6
55.34,52.75,58,28.306,61.2,47.9,62.95,58.7,285.8
43.56,52.74,68,31.719,45.5,39.76666667,62.95,44.6,230.6
63.68,52.73,54,35.529,58.8,58.76666667,62.95,57.1,267.8
73.38,52.72,70,39.485,61.7,56.46666667,62.95,58.5,267.8
35.54,52.72,70,34.107,36.9,38.6,62.95,35.3,234
16.62,52.69,16,53.908,15.8,24.66666667,62.95,15.4,331
19.82,52.69,42,36.25,21,23.16666667,62.95,20.3,288.6
33.78,52.69,28,31.6,55.5,43.96666667,62.95,52.7,287.6
68.28,52.68,70,39.922,58,58.7,62.95,52.2,259.6
29.38,52.68,38,35.664,27.5,33.66666667,62.95,29.2,300.8
36.56,52.68,30,32.174,35.9,31.83333333,62.95,24.8,330.2
84.54,52.67,64,39.646,78.5,94.73333333,62.95,79.5,275.6
43.36,52.67,32,54.863,34.3,52.96666667,62.95,33.8,307.6
98.22,52.63,62,41.958,86.1,77.8,62.95,84.3,320.2
78.56,52.62,68,42.851,68.6,77.16666667,62.95,68.1,289
31.26,52.61,52,38.615,28.6,38.16666667,62.95,31.3,278.6
120.68,52.61,42,32.633,120.5,126.5,62.95,114.6,259.4
38.38,52.59,52,42.679,34.5,44.2,62.95,34.1,263.8
93.66,52.59,32,30.495,92.9,102.4333333,62.95,86.5,196.6
43.7,52.58,50,53.072,37,51.93333333,62.95,36.9,265.4
42.02,52.58,44,41.518,39.9,51.7,62.95,37.1,273.8
43.44,52.56,44,20.159,56.3,68.3,62.95,52.4,278.6
24.3,52.56,36,19.875,32,39.83333333,62.95,34.9,229.8
19.7,52.56,34,28.75,23.3,27.03333333,62.95,22.3,269
56.56,54.9,72,14.318,91.6,58.73333333,62.94,73.6,119.2
50.4,54.17,42,27.12,58.2,13.86666667,62.94,15.1,178
38.9,54.03,54,15.203,44.6,28.63333333,62.94,41.8,252.4
78.24,54.02,48,26.875,80.9,64.2,62.94,76.2,232.6
31.5,54,66,25.357,32.6,29.3,62.94,28.2,188.8
56.26,53.78,34,25.847,56.5,44.83333333,62.94,48.8,290.6
109.3,53.17,8,44.477,97.4,94.8,62.94,95,349.6
43.1,53.15,48,47.941,37.9,38.6,62.94,36,295
174.84,53.13,24,28.015,211.4,161.8,62.94,195.7,287
149.66,53.09,22,40.484,127.6,117.2,62.94,126.1,525
35.7,53.04,34,57.382,25.5,22.23333333,62.94,27.7,556
40.46,53.03,46,70.913,30.9,22.6,62.94,34,530.8
16.6,53.02,48,19.176,19,9.3,62.94,19.6,242.2
52.7,53.02,34,58.966,38.9,33.13333333,62.94,35.9,523
49.4,53.01,18,44.219,41.7,30.13333333,62.94,42.7,418.4
26.12,52.99,32,62.683,19.6,23.76666667,62.94,22.2,361.4
95.08,52.97,34,43.548,87.7,80.4,62.94,83.2,384.6
78.78,52.81,34,67.927,55,56.46666667,62.94,55.3,469.4
44.94,52.8,34,55,34,32.43333333,62.94,31.8,444
75.74,52.79,42,96.023,49.2,41.53333333,62.94,45.7,782.6
50.48,52.79,34,87.604,33.2,25.7,62.94,31.7,663.6
34.6,52.77,68,20.284,37.3,24.33333333,62.94,35,323.6
45.38,52.77,36,17.951,68.2,44.3,62.94,58.1,323.6
30.98,52.76,76,32.188,28.8,21.2,62.94,27.8,301
32.58,52.76,48,17.452,58.7,33.73333333,62.94,48.8,313.6
50.32,52.75,68,22.308,61.1,43.9,62.94,59.4,251.8
38.34,52.75,68,30.208,41.9,39.36666667,62.94,42.6,258.4
68.88,52.73,66,37.891,61.9,62.8,62.94,58.2,253.4
53.38,52.72,62,31.923,51.4,54.2,62.94,49.9,233.8
37.28,52.71,42,38.194,38.8,49.93333333,62.94,38.9,251.4
47.94,52.71,22,38.687,52.3,52.2,62.94,51.4,290.4
10.42,52.69,18,51.305,11.1,16.36666667,62.94,11,317.8
30.4,52.69,18,48.875,26.9,41.66666667,62.94,26.5,315.4
14.1,52.69,26,44.375,14.9,23.93333333,62.94,15.5,309.8
53.3,52.68,82,23.75,51.5,55.46666667,62.94,51.2,227
29.62,52.68,76,28.5,31.7,36,62.94,29.1,251.6
76.3,52.68,72,20.959,79.6,98.16666667,62.94,72.8,250
80.94,52.67,58,40.505,75.4,78.43333333,62.94,73,250
68.5,52.66,66,56.889,51.1,50.93333333,62.94,47.9,469.2
89.88,52.64,60,57.66,66.7,62.76666667,62.94,68,372.2
26.52,52.63,74,41.25,23.4,20.4,62.94,24,320.4
83.36,52.63,58,42.204,74.2,69.86666667,62.94,71.3,339.6
15.72,52.62,72,39.167,12.5,13.6,62.94,13.8,379.4
86.5,52.61,68,28.489,101.5,86.96666667,62.94,97.9,256.6
18.1,52.6,66,27.014,20.5,32.96666667,62.94,22.2,216.4
21.5,52.6,50,17.472,23.8,14.46666667,62.94,23.4,189.2
21.76,52.6,48,24.191,26.8,36.5,62.94,24.6,214.6
54.48,52.58,34,38.529,56.7,73.76666667,62.94,55.4,295.4
68.7,52.58,26,34.792,70.8,58.7,62.94,69.9,215.2
57.58,52.58,22,35.125,67.9,69.93333333,62.94,67.3,284.8
25.36,52.57,50,30.284,28.2,33.03333333,62.94,29.9,247.2
27.68,52.57,36,13.362,31.1,47.63333333,62.94,28.7,190
45.04,52.57,34,46.364,37.8,59.2,62.94,36.5,282.2
25.38,52.57,32,26.985,28.2,53.63333333,62.94,29.8,313
54.12,52.56,10,17.301,92.5,104.9333333,62.94,85.5,250
56.06,52.56,34,17.958,68.3,92.26666667,62.94,67.6,280.8
64.46,52.55,10,14.384,94,109.4666667,62.94,85.4,217.6
95.46,54.24,42,39.375,104.7,11.23333333,62.93,13,230
98.56,53.72,32,27.983,96,71.06666667,62.93,85.3,225
37.86,53.15,34,51.842,29.7,31.2,62.93,28.7,315.4
59.88,53.15,30,32.024,52.2,41.03333333,62.93,50.3,360.8
50.92,53.14,32,47.426,42.9,56.1,62.93,40.8,321.2
11.1,53.13,66,21.786,16.5,20.4,62.93,17.6,275
136.34,53.13,34,26.152,163.2,150.8666667,62.93,147.4,270.6
49.48,53.12,64,27.216,49.9,40.8,62.93,46.1,292.6
91.56,53.12,42,31.458,92.7,93.93333333,62.93,90,375.4
49.06,53.12,24,24.122,59.9,41.7,62.93,52.9,254
41.1,53.11,62,30.915,47.3,44.2,62.93,42.7,279.8
111.3,53.11,34,30.054,123.7,100.1333333,62.93,113.9,284.6
55.12,53.07,16,85.957,34.3,34.83333333,62.93,34,888.2
45.42,53.04,8,36.437,57.8,30.86666667,62.93,39.1,420.2
21.9,53.03,30,68.099,15.8,12.03333333,62.93,17.6,656.4
